"Domain","Screen/Feature","Route or API","CurrentState","UIState","BackendState","DBState","ActionTruthState","Notes","ScreenId","Route","CurrentQuality","MissingActions","MissingSections","MissingLookupControls","MissingPersistence","Acceptable","IssueCount","CriticalIssueCount","FixedIssueCount","IssueSummary","WorkingActions","DisabledActions","HiddenActions","UnknownActions","SuggestedWave","CompletionGate"
"Platform","Platform Settings","/platform/settings","PARTIAL","Route exists","Partial API backed","Partial","Partial","Route no longer aliases workflow-numbering screen.","","","PARTIAL / LIVE","","","","","","0","0","1","Platform settings route now has a truthful administration landing workspace","3","0","0","0","Wave 2 Platform/Admin/Security","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Platform","Attachment Viewer","/platform/attachments; /api/attachments","PARTIAL","Route exists; live list and truthful disabled upload controls","Live API backed for listing; write actions disabled until approved storage workflow","Partial document-control depth","Disabled where unsafe","Attachment upload/download use existing storage, metadata, authorization, and audit flow.","W049","/platform/attachments","PARTIAL / LIVE","Upload document and download audit disabled with reasons","Document preview/download/versioning workflow","Status filter governed; related document filter depth partial","Live attachment list; upload/download/version workflow remains disabled","INTERNAL_ONLY","1","0","1","Upload, preview, download, and linked-record actions wired to scoped attachment workflow; versioning remains partial","4","0","0","0","Wave 2 Platform/Admin/Security","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Platform","Global Search","/search; /api/search","PARTIAL","Route exists with governed search workspace","Live fan-out through existing scoped APIs; dedicated search index not present","Uses existing domain read models","Working search, clear, result preview, and source navigation","Global search route implemented without live seeded fallback; dedicated indexed search remains future depth","W005","/search","PARTIAL / LIVE","Dedicated indexed ranking and saved search remain partial","","Controlled search-area selector present","Dedicated search index/read model not present","INTERNAL_ONLY","1","0","1","Route/action/data truth fixed; dedicated index remains partial","3","0","0","0","Wave 2 Platform/Admin/Security","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Platform","Audit Trail Viewer","/platform/audit-trail; /platform/audit; /api/audit-trail","PARTIAL","Route aliases exist","Live API backed","Audit read model exists","Export working; detail review read-only","Audit viewer is live with route alias; retention/export lifecycle remains partial","W115","/platform/audit-trail; /platform/audit","PARTIAL / LIVE","Export audit working; detailed retention/export lifecycle partial","Audit filters, before/after summary, source links, export","Module/action filters are governed select controls; entity/user lookup depth partial","Live audit read model/API available; retention/export depth partial","INTERNAL_ONLY","1","0","1","Audit viewer route and live data truth fixed; server-side export partial","2","0","0","0","Wave 2 Platform/Admin/Security","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Platform","Health Checks","/api/health/live; /api/health/ready","COMPLETE","No dedicated screen required","Live endpoints exist","","","Smoke report shows health endpoints pass","","","","","","","","","0","0","0","","0","0","0","0","Wave 2 Platform/Admin/Security","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Organization","Company Master","/organization/companies; /api/companies","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W020","/organization/companies","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Organization","Branch Master","/organization/branches; /api/branches","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W021","/organization/branches","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Organization","Department Master","/organization/departments; /api/departments","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W022","/organization/departments","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Organization","Warehouse Master","/organization/warehouses; /api/warehouses","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W023","/organization/warehouses","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Organization","Bin Master","/organization/bins; /api/bins","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W024","/organization/bins","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Organization","Shift Calendar","/organization/shifts; /api/shifts","PARTIAL","Centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; export lifecycle review disabled with reason","Cluster 2 pass wired save truth, governed controls, numeric controls, and live unavailable states.","W025","/organization/shifts","PARTIAL / LIVE","Non-critical lifecycle/export/review actions disabled with business reasons","Policy, audit, assignment, and dependency depth remain extension scope","Resolved for touched governed fields","Core create/update live; extension/dependency workflows partial","INTERNAL_ONLY","1","0","1","Critical Cluster 2 gate issues fixed; non-critical extension depth remains partial","2","3","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Resources","Work Center Master","/resources/work-centers; /api/work-centers","PARTIAL","Route exists; centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; lifecycle and audit disabled with reason","Cluster 2 pass verified work center setup route, modal workspace, numeric capacity controls, and live unavailable state.","W026","/resources/work-centers","PARTIAL / LIVE","Lifecycle and audit actions disabled with business reasons","Costing/audit/dependency depth remains extension scope","Resolved for touched branch, department, capacity, and shift controls","Core create/update live; lifecycle workflow partial","INTERNAL_ONLY","1","0","1","Missing route/action gate fixed; non-critical resource depth remains partial","2","2","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Resources","Machine Master","/resources/machines; /api/machines","PARTIAL","Route exists; centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; lifecycle and audit disabled with reason","Cluster 2 pass verified machine setup route, controlled work center/status fields, decimal capacity, and live unavailable state.","W027","/resources/machines","PARTIAL / LIVE","Lifecycle and audit actions disabled with business reasons","Machine calendar, maintenance, and operator skill depth remain extension scope","Resolved for touched work center/status fields; machine type source remains disabled with reason","Core create/update live; lifecycle workflow partial","INTERNAL_ONLY","1","0","1","Missing route/action gate fixed; non-critical machine depth remains partial","2","2","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Resources","Tool / Die / Mould Master","/resources/tools; /api/tools","PARTIAL","Route exists; centered modal setup workspace","Live create/update API backed","Exists","Create/update wired; lifecycle and audit disabled with reason","Cluster 2 pass verified tool/resource setup route, controlled tool type, compatibility gating, and live unavailable state.","W028","/resources/tools","PARTIAL / LIVE","Lifecycle and audit actions disabled with business reasons","Compatibility, maintenance, and assignment depth remain extension scope","Resolved for touched tool type/status fields; compatibility source disabled with reason","Core create/update live; lifecycle workflow partial","INTERNAL_ONLY","1","0","1","Missing route/action gate fixed; non-critical tool depth remains partial","2","2","0","0","Cluster 2 Organization/Setup/Resource Basics","Cluster 2 gate met: 0 critical; 0 touched dead actions; governed/numeric controls enforced"
"Measurements","UOM Class Master","/measurements/uom-classes; /api/uom/classes","PARTIAL","Route exists","Live API backed","Exists","One action disabled with reason","Dependency blockers shallow","W029","/measurements/uom-classes","SHALLOW / PARTIAL","Dependency-aware actions partial","Activation blockers, usage impact, audit","UOM class selectors mostly present but shallow","Live API; dependency persistence partial","INTERNAL_ONLY","1","0","1","Content truth","0","0","0","0","Wave 3 Org/Resource/Measurement","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Measurements","UOM Conversion Master","/measurements/uom-conversions; /api/uom/conversions","PARTIAL","Route exists","Live API backed","Partial","Partial","Formula validation and downstream item impact incomplete","W030","/measurements/uom-conversions","SHALLOW / PARTIAL","Formula/impact actions partial","Formula editor, item impact, approval, audit","UOM/source selectors need stronger validation","Live API; formula depth partial","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 3 Org/Resource/Measurement","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Measurements","Measurement Profile Master","/measurements/profiles; /api/measurement-profiles","PARTIAL","Route exists","Live API backed","Partial","Partial","Catch-weight and dimensional behavior not fully proven","W031","/measurements/profiles","SHALLOW / PARTIAL","Profile activation actions partial","Catch-weight rules, dimensional formulas, item policy impact","UOM/profile lookups need stronger validation","Live API; downstream persistence partial","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 3 Org/Resource/Measurement","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Item Group / Category Master","/masters/item-groups","PARTIAL","Route exists; shallow/fallback","Partial API backed","Partial","Several disabled with reason","Defaults, required attributes, hierarchy governance incomplete","W032","/masters/item-groups","SHALLOW / FALLBACK","Create/import/export/dependency actions partial","Hierarchy, defaults, required attributes, activation blockers","Category/default lookup sources partial","Fallback/partial API persistence","INTERNAL_ONLY","1","0","1","Content truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Item Attribute Master","/masters/item-attributes","PARTIAL","Route exists; shallow/fallback","Partial API backed","Partial","Partial","Data types, allowed values, required-by-category, variant dimensions incomplete","W033","/masters/item-attributes","SHALLOW / FALLBACK","Attribute lifecycle actions partial","Data type, allowed values, variant dimension, category rules","UOM/category lookup sources partial","Fallback/partial persistence","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Reason Codes & Status Rules","/masters/reason-codes","PARTIAL","Route exists; shallow/fallback","Partial API backed","Partial","Partial","Reason/status rule transaction integration incomplete","W034","/masters/reason-codes","SHALLOW / FALLBACK","Status-rule actions partial","Reason applicability, status transitions, approval rules","Transaction/status lookup sources partial","Fallback/partial persistence","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Item List","/masters/items; /api/items","DEMO-ONLY","Route exists; demo-like depth","Live/partial API backed","Partial V2 extensions","Many disabled with reason","Not V2-complete for pilot item governance","W040","/masters/items","DEMO-LIKE / PARTIAL","New/export/dependency actions disabled or partial","Readiness KPIs, saved views, activation blockers","Group/UOM/warehouse/QC/commercial lookups need complete sources","Item API exists; V2 depth partial","NO","1","1","1","Data truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Item Detail / Editor","/masters/items; /api/items","DEMO-ONLY","Deepened but still not full V2 ERP editor","Partial API backed","Partial V2 extensions","Many disabled with reason","Missing full lifecycle across media/catalog/UOM/packaging/specs/policies/docs/audit","W041","/masters/items","DEMO-LIKE / PARTIAL","Many save/publish/media actions disabled or partial","Full V2 item tabs: media, catalog, packaging, specs, policies, docs, audit","Controlled item/UOM/group/warehouse/customer/supplier/QC lookups incomplete","V2 item extension persistence partial","NO","1","1","1","Data truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Item Variant Matrix","/masters/item-variants; /api/item-variants","PARTIAL","Route exists","Live API backed","Partial","Partial","Template inheritance and duplicate/alias governance incomplete","W042","/masters/item-variants","SHALLOW / PARTIAL","Generate/approve/export actions partial","Template inheritance, option matrix, alias, audit","Attribute/UOM/template lookups need depth","Variant persistence partial","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Master Data","Barcode / Label Setup","/masters/barcodes; /api/item-barcodes","PARTIAL","Route exists","Live API backed","Partial","Partial","Label templates and scan rules incomplete","W043","/masters/barcodes","SHALLOW / PARTIAL","Label print/preview/save actions partial","Label templates, scan rules, uniqueness, audit","Item/UOM/template lookup sources incomplete","Barcode persistence partial; label templates partial","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Partners","Customer List","/partners/customers; /api/customers","BLOCKED","Route exists; demo-like","UAT recorded HTTP 500 for customers","Partial V2 partner tables","Disabled where unsafe","Customer depth and endpoint reliability block UAT","W044","/partners/customers","DEMO-LIKE / BLOCKED","New/export/detail actions partial","Credit/site/contact/document/readiness KPIs","Customer segment/terms/currency lookups incomplete","UAT customer API failure; partner depth partial","NO","2","1","2","Data truth; Content truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Partners","Customer Detail","/partners/customers; /api/customers","BLOCKED","Route exists; demo-like","Partial API backed; UAT failure recorded","Partial","Disabled where unsafe","Sites, contacts, credit, terms, docs, preferences incomplete","W045","/partners/customers","DEMO-LIKE / BLOCKED","Save sites/contacts/docs/terms actions partial","Legal, sites, contacts, credit, preferences, docs, audit","Terms/currency/tax/site/contact lookups incomplete","UAT customer API failure; V2 profile depth partial","NO","2","1","2","Data truth; Content truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Partners","Supplier List","/partners/suppliers; /api/suppliers","BLOCKED","Route exists; demo-like","UAT recorded HTTP 500 for suppliers","Partial V2 partner tables","Disabled where unsafe","Supplier depth and endpoint reliability block UAT","W046","/partners/suppliers","DEMO-LIKE / BLOCKED","New/export/detail actions partial","Compliance/site/contact/performance/readiness KPIs","Supplier category/terms/currency lookups incomplete","UAT supplier API failure; partner depth partial","NO","1","1","1","Data truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Partners","Supplier Detail","/partners/suppliers; /api/suppliers","BLOCKED","Route exists; demo-like","Partial API backed; UAT failure recorded","Partial","Disabled where unsafe","Sites, contacts, terms, compliance, docs incomplete","W047","/partners/suppliers","DEMO-LIKE / BLOCKED","Save sites/contacts/docs/compliance actions partial","Legal, sites, contacts, terms, compliance, documents, audit","Terms/currency/category/contact lookups incomplete","UAT supplier API failure; V2 profile depth partial","NO","1","1","1","Data truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Partners","Supplier Lead Time Matrix","/partners/supplier-lead-times; /api/supplier-lead-times","PARTIAL","Route exists; many actions disabled","Live API backed","Partial","Many disabled with reason","Versioning/effective dates/reliability and MRP sourcing integration incomplete","W048","/partners/supplier-lead-times","SHALLOW / PARTIAL","New/import/export/save/what-if actions disabled or partial","Effective dates, reliability, version history, sourcing impact","Supplier/item/category/branch lookups need full governance","Lead-time persistence partial","INTERNAL_ONLY","1","1","1","Numeric truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Commercial","Price Lists","/commercial/price-lists; commercial APIs","PARTIAL","Route exists; action-limited","API exists","Commercial tables exist/partial","Many disabled with reason","Approval/effective date enforcement and transaction use incomplete","","","","","","","","","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Commercial","Discount Schemes","/commercial/discount-schemes; commercial APIs","PARTIAL","Route exists","API exists","Commercial tables exist/partial","Partial","Discount eligibility/approval and sales integration incomplete","","","","","","","","","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Commercial","Tax, Currency, Terms","/commercial/tax-currency-terms; commercial APIs","PARTIAL","Route exists","API exists","Commercial tables exist/partial","Partial","Exchange-rate, tax rule, and transaction enforcement incomplete","","","","","","","","","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Sales","Quote / Estimate","/sales/quotes; /api/quotes","PARTIAL","Route exists; shallow","Live API backed","Partial","Many quote actions disabled via related matrix","Line pricing, attachments, conversion, approval incomplete","","","","","","","","","3","2","3","Action truth; Content truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Sales","Sales Orders","/sales/orders; /api/sales-orders","PARTIAL","Route exists; shallow","Live API backed","Partial","Many order actions disabled via related matrix","Commercial enforcement, line specs, stage readiness, downstream conversion incomplete","","","","","","","","","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Sales","Blanket Orders","/sales/blanket-orders; /api/blanket-orders","PARTIAL","Route exists; shallow","Live API backed","Partial","Disabled where unsafe","Release schedule and lifecycle incomplete","","","","","","","","","2","0","2","Field truth; Layout truth","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Sales","Demand Forecast","/sales/forecasts; /api/forecasts","PARTIAL","Route exists; shallow","Live API backed","Partial","Disabled where unsafe","Import/version/consumption incomplete","W054","/sales/forecasts","SHALLOW / PARTIAL","Import/new/save/consume actions partial","Forecast versions, import repair, consumption, audit","Item/customer/period lookups need depth","Forecast persistence partial","INTERNAL_ONLY","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Sales","Available To Promise","/sales/available-to-promise","DEMO-ONLY","Route exists but shallow/fallback","Partial API backed","Partial","Disabled where unsafe","No robust ATP/order promise workflow","","","","","","","","","0","0","0","","0","0","0","0","Wave 4 Master/Partner/Commercial Completion","Must have 0 dead visible actions; governed controls; persistence or honest disable; screenshots"
"Engineering","BOM Library","/engineering/boms; /api/boms","COMPLETE","Route exists with centered BOM detail workspace","Live API backed","Exists","Working or disabled with reason","Cluster gate complete; release/import/reporting depth remains non-critical deferred workflow","W060","/engineering/boms","COMPLETE / LIVE","Import, release, clone, and reporting disabled with reason where unsupported","Dependency health and mass governance remain extension depth","None in touched BOM library controls","BOM API exists; readiness read model shallow","INTERNAL_ONLY","0","0","1","BOM visible actions verified truthful","5","5","0","0","MASTER-COMPLETION-CLUSTER-RUNNER-01 Cluster 4","Cluster 4 gate met: no dead visible actions; governed/numeric controls; persistence or honest disable; screenshots captured"
"Engineering","BOM Detail / Editor","/engineering/bom-editor; /api/boms","COMPLETE","Centered editor workspace with governed fields","Live API backed","Exists/partial","Working save paths plus disabled unsafe actions","Cluster gate complete; effectivity, documents, approval, validation, and impact depth remain deferred","W061","/engineering/bom-editor","COMPLETE / LIVE","Release, approval, clone, and document lifecycle disabled with reason","Effectivity, substitutes, documents, approvals, and audit remain extension depth","None in touched editor fields","BOM persistence exists; document/effectivity partial","INTERNAL_ONLY","0","0","2","BOM editor governed/action truth verified","4","7","0","0","MASTER-COMPLETION-CLUSTER-RUNNER-01 Cluster 4","Cluster 4 gate met: no dead visible actions; governed/numeric controls; persistence or honest disable; screenshots captured"
"Engineering","BOM Comparison","/engineering/bom-comparison","COMPLETE","Route exists with controlled selectors and honest export state","Partial API backed","Partial","Export disabled with reason","Cluster gate complete; comparison reporting depth remains non-critical deferred workflow","W062","/engineering/bom-comparison","COMPLETE / DEFERRED","Export comparison disabled with reason","Cost, quantity, effectivity deltas, and approval attachments remain extension depth","None in touched comparison selectors","Comparison read model partial","INTERNAL_ONLY","0","0","1","Comparison action truth verified","3","2","0","0","MASTER-COMPLETION-CLUSTER-RUNNER-01 Cluster 4","Cluster 4 gate met: no dead visible actions; governed/numeric controls; persistence or honest disable; screenshots captured"
"Engineering","ECO / Revision Control","/engineering/eco-revisions; /api/engineering-changes","COMPLETE","Route exists with centered ECO workspace","Live API backed","Partial","Working or disabled with reason","Cluster gate complete; implementation lifecycle remains non-critical deferred workflow","W063","/engineering/eco-revisions","COMPLETE / LIVE","Submit, approve, implement, and close disabled with reason where unsupported","Impact grid, implementation checklist, approvals, and audit remain extension depth","None in touched ECO fields","ECO persistence partial","INTERNAL_ONLY","0","0","1","ECO action truth verified","4","5","0","0","MASTER-COMPLETION-CLUSTER-RUNNER-01 Cluster 4","Cluster 4 gate met: no dead visible actions; governed/numeric controls; persistence or honest disable; screenshots captured"
